CIK,Filed As Of Date,Conformed Period Of Report,Keyword Whole,Keyword Item 1
0000043920,20181220,20181031,1,1
0000043920,20191218,20191031,1,1
0000043920,20121226,20121031,1,1
0000045012,20190213,20181231,1,
0000045012,20090218,20081231,1,1
0000045012,20180209,20171231,1,1
0000045012,20130211,20121231,1,1
0000045012,20100217,20091231,1,1
0000045012,20120216,20111231,1,1
0000045012,20140207,20131231,1,1
0000045012,20170207,20161231,1,1
0000045012,20160205,20151231,1,1
0000045012,20150224,20141231,1,1
0000045012,20110217,20101231,1,1
0000045876,20180222,20171231,1,1
0000045876,20110224,20101231,1,1
0000045876,20100223,20091231,1,1
0000045876,20130226,20121231,1,1
0000045876,20120228,20111231,1,1
0000045876,20190221,20181231,1,1
0000045876,20140227,20131231,1,1
0000045876,20160226,20151231,1,1
0000045876,20170224,20161231,1,1
0000045876,20150302,20141231,1,1
0000045876,20090224,20081231,1,1
0000045919,20110302,20101231,1,1
0000045919,20100303,20091231,1,1
0000045919,20090302,20081231,1,1
0000045919,20120307,20111231,1,1
0000045919,20130313,20121231,1,1
0000045919,20180315,20171231,1,1
0000045919,20190318,20181231,1,1
0000045919,20160314,20151231,1,1
0000045919,20170616,20161231,1,1
0000045919,20140312,20131231,1,1
0000045919,20150305,20141231,1,1
0000046129,20120313,20111231,1,0
0000046129,20180314,20171231,1,1
0000046129,20140318,20131231,1,0
0000046129,20190313,20181231,1,1
0000046129,20130311,20121231,1,0
0000046129,20150312,20141231,1,0
0000046129,20160309,20151231,1,1
0000046129,20170313,20161231,1,1
0000046129,20100318,20091231,1,0
0000046129,20110318,20101231,1,0
0000046129,20090319,20081231,1,0
0000046250,20090605,20090329,1,1
0000046250,20100604,20100328,1,1
0000046250,20110609,20110403,1,1
0000046250,20170601,20170402,1,1
0000046250,20120601,20120401,1,1
0000046250,20130530,20130331,1,1
0000046250,20180531,20180401,1,1
0000046250,20150528,20150329,1,1
0000046250,20190523,20190331,1,1
0000046250,20140529,20140330,1,1
0000046250,20160603,20160403,1,1
0000046619,20181220,20181031,1,
0000046619,20151217,20151031,1,1
0000046619,20161215,20161031,1,1
0000046619,20191219,20191031,1,
0000046619,20141218,20141031,1,1
0000046619,20171221,20171031,1,1
0000046619,20091223,20091031,1,1
0000046619,20101222,20101031,1,1
0000046619,20121220,20121031,1,1
0000046619,20111222,20111031,1,1
0000046619,20131219,20131031,1,1
0000047111,20090220,20081231,1,1
0000047111,20100219,20091231,1,1
0000047111,20150220,20141231,1,1
0000047111,20120217,20111231,1,1
0000047111,20190222,20181231,1,
0000047111,20170221,20161231,1,1
0000047111,20160226,20151231,1,1
0000047111,20110218,20101231,1,1
0000047111,20180227,20171231,1,1
0000047111,20140221,20131231,1,1
0000047111,20130222,20121231,1,1
0000047217,20171214,20171031,1,1
0000047217,20161215,20161031,1,1
0000047217,20191212,20191031,1,1
0000047217,20181213,20181031,1,1
0000047217,20091217,20091031,1,1
0000047217,20111214,20111031,1,1
0000047217,20121227,20121031,1,1
0000047217,20131230,20131031,1,1
0000047217,20101215,20101031,1,1
0000047217,20141218,20141031,1,1
0000047217,20151216,20151031,1,1
0000047518,20091124,20090930,1,1
0000047518,20121115,20120930,1,1
0000047518,20101117,20100930,1,1
0000047518,20161117,20160930,1,1
0000047518,20131120,20130930,1,1
0000047518,20151119,20150930,1,1
0000047518,20111116,20110930,1,1
0000047518,20181119,20180930,1,1
0000047518,20191115,20190930,1,
0000047518,20141119,20140930,1,1
0000047518,20171117,20170930,1,1
0000048039,20180221,20171231,1,1
0000048039,20190220,20181231,1,1
0000048039,20120229,20111231,1,1
0000048039,20100226,20091231,1,1
0000048039,20090227,20081231,1,1
0000048039,20110225,20101231,1,1
0000048039,20160224,20151231,1,1
0000048039,20170222,20161231,1,1
0000048039,20150225,20141231,1,1
0000048039,20130228,20121231,1,1
0000048039,20140226,20131231,1,1
0000048287,20100226,20100102,1,0
0000048287,20090227,20090103,1,1
0000048287,20170224,20161231,1,1
0000048287,20190226,20181229,1,1
0000048287,20110225,20110101,1,1
0000048287,20180223,20171230,1,1
0000048287,20160229,20160102,1,1
0000048287,20130222,20121229,1,1
0000048287,20150227,20150103,1,1
0000048287,20140221,20131228,1,1
0000048287,20120224,20111231,1,1
0000048465,20191206,20191027,1,1
0000048465,20161221,20161030,1,0
0000048465,20141217,20141026,1,0
0000048465,20091216,20091025,1,0
0000048465,20101221,20101031,1,0
0000048465,20151216,20151025,1,0
0000048465,20181207,20181028,1,1
0000048465,20171220,20171029,1,0
0000048465,20111221,20111030,1,0
0000048465,20131218,20131027,1,0
0000048465,20121219,20121028,1,0
0000048898,20180215,20171231,1,
0000048898,20110216,20101231,1,1
0000048898,20190215,20181231,1,
0000048898,20160218,20151231,1,
0000048898,20120215,20111231,1,
0000048898,20130213,20121231,1,
0000048898,20170216,20161231,1,
0000048898,20140218,20131231,1,
0000048898,20150219,20141231,1,
0000048898,20090220,20081231,1,1
0000048898,20100219,20091231,1,1
0000049728,20101119,20100930,1,1
0000049728,20171206,20170930,1,1
0000049728,20091113,20090930,1,1
0000049728,20181129,20180930,1,1
0000049728,20121126,20120930,1,1
0000049728,20111216,20110930,1,1
0000049728,20151218,20150930,1,1
0000049728,20141125,20140930,1,1
0000049728,20161216,20160930,1,1
0000049728,20131224,20130930,1,1
0000049728,20191122,20190930,1,1
0000049826,20190215,20181231,1,1
0000049826,20170210,20161231,1,1
0000049826,20180215,20171231,1,1
0000049826,20130219,20121231,1,1
0000049826,20160212,20151231,1,1
0000049826,20140214,20131231,1,1
0000049826,20150213,20141231,1,1
0000049826,20090227,20081231,1,1
0000049826,20100226,20091231,1,1
0000049826,20120217,20111231,1,1
0000049826,20110228,20101231,1,1
0000050104,20100301,20091231,1,1
0000050104,20090302,20081231,1,1
0000050104,20110301,20101231,1,1
0000050104,20170221,20161231,1,1
0000050104,20180221,20171231,1,1
0000050104,20160225,20151231,1,1
0000050104,20140224,20131231,1,1
0000050104,20120224,20111231,1,1
0000050104,20130222,20121231,1,1
0000050104,20150224,20141231,1,1
0000050471,20190912,20190630,1,1
0000050471,20160907,20160630,1,1
0000050471,20180913,20180630,1,1
0000050471,20150914,20150630,1,1
0000050471,20140911,20140630,1,1
0000050471,20170913,20170630,1,1
0000050471,20100915,20100630,1,1
0000050471,20110913,20110630,1,1
0000050471,20090924,20090630,1,
0000050471,20120925,20120630,1,0
0000050471,20130923,20130630,1,0
0000050493,20091207,20090926,1,1
0000050493,20101130,20100925,1,1
0000050493,20121226,20120929,1,1
0000050493,20181207,20180929,1,1
0000050493,20111202,20110924,1,1
0000050493,20131212,20130928,1,1
0000050493,20191210,20190928,1,1
0000050493,20171206,20170930,1,1
0000050493,20161216,20160924,1,1
0000050493,20151210,20150926,1,1
0000050493,20141216,20140927,1,1
0000050725,20191122,20190930,1,
0000050725,20171120,20170930,1,1
0000050725,20161117,20160930,1,1
0000050725,20181119,20180930,1,1
0000050725,20091124,20090930,1,1
0000050725,20131115,20130930,1,
0000050725,20101118,20100930,1,1
0000050725,20111118,20110930,1,
0000050725,20151112,20150930,1,1
0000050725,20141113,20140930,1,1
0000050725,20121116,20120930,1,
0000050863,20100222,20091226,1,1
0000050863,20120223,20111231,1,1
0000050863,20130219,20121229,1,1
0000050863,20110218,20101225,1,1
0000050863,20140214,20131228,1,1
0000050863,20150213,20141227,1,1
0000050863,20170217,20161231,1,1
0000050863,20160212,20151226,1,1
0000050863,20190201,20181229,1,0
0000050863,20180216,20171230,1,0
0000050957,20110304,20101231,1,1
0000050957,20120307,20111231,1,1
0000050957,20130306,20121229,1,1
0000050957,20100303,20091231,1,1
0000050957,20090302,20081231,1,1
0000051143,20190226,20181231,1,1
0000051143,20170228,20161231,1,1
0000051143,20160223,20151231,1,1
0000051143,20180227,20171231,1,1
0000051143,20150224,20141231,1,1
0000051143,20130226,20121231,1,1
0000051143,20140225,20131231,1,1
0000051253,20180227,20171231,1,1
0000051253,20160301,20151231,1,1
0000051253,20130226,20121231,1,1
0000051253,20170228,20161231,1,1
0000051253,20190226,20181231,1,1
0000051253,20140225,20131231,1,1
0000051253,20150302,20141231,1,1
0000051434,20180222,20171231,1,1
0000051434,20160225,20151231,1,1
0000051434,20170222,20161231,1,1
0000051434,20190220,20181231,1,1
0000051434,20090226,20081231,1,1
0000051434,20100225,20091231,1,1
0000051434,20120227,20111231,1,1
0000051434,20150226,20141231,1,1
0000051434,20110225,20101231,1,1
0000051434,20130226,20121231,1,1
0000051434,20140227,20131231,1,1
0000051548,20160127,20151130,1,1
0000051548,20180126,20171130,1,1
0000051548,20190125,20181130,1,1
0000051548,20170127,20161130,1,1
0000051644,20110225,20101231,1,1
0000051644,20170221,20161231,1,1
0000051644,20160222,20151231,1,1
0000051644,20130222,20121231,1,1
0000051644,20140224,20131231,1,1
0000051644,20180226,20171231,1,1
0000051644,20190225,20181231,1,1
0000051644,20150223,20141231,1,1
0000051644,20120224,20111231,1,1
0000051644,20090227,20081231,1,1
0000051644,20100226,20091231,1,1
0000052795,20100226,20100101,1,1
0000052795,20090227,20090102,1,1
0000052795,20110228,20101231,1,1
0000052795,20190221,20181228,1,1
0000052795,20120227,20111230,1,1
0000052795,20170223,20161230,1,1
0000052795,20150217,20150102,1,1
0000052795,20130222,20121228,1,1
0000052795,20180222,20171229,1,1
0000052795,20160219,20160101,1,1
0000052795,20140220,20140103,1,1
0000052988,20181121,20180928,1,1
0000052988,20151124,20151002,1,1
0000052988,20141124,20140926,1,1
0000052988,20171121,20170929,1,1
0000052988,20191125,20190927,1,
0000052988,20161122,20160930,1,1
0000052988,20131122,20130927,1,1
0000052988,20091120,20091002,1,1
0000052988,20111121,20110930,1,1
0000052988,20101123,20101001,1,1
0000052988,20121120,20120928,1,1
0000054381,20190225,20181231,1,1
0000054381,20180227,20171231,1,1
0000054381,20100225,20091231,1,1
0000054381,20090226,20081231,1,1
0000054381,20110228,20101231,1,1
0000054381,20160229,20151231,1,1
0000054381,20170228,20161231,1,1
0000054381,20150223,20141231,1,1
0000054381,20130225,20121231,1,1
0000054381,20120227,20111231,1,1
0000054381,20140227,20131231,1,1
0000054441,20110315,20101231,1,1
0000054441,20120309,20111231,1,1
0000054441,20130308,20121231,1,1
0000054441,20150310,20141231,1,1
0000054441,20140307,20131231,1,1
0000054441,20100312,20091231,1,1
0000054441,20090316,20081231,1,1
0000054480,20090217,20081231,1,1
0000054480,20110209,20101231,1,1
0000054480,20100212,20091231,1,1
0000054480,20190125,20181231,1,1
0000054480,20130204,20121231,1,1
0000054480,20170127,20161231,1,1
0000054480,20120208,20111231,1,1
0000054480,20150130,20141231,1,1
0000054480,20160129,20151231,1,1
0000054480,20180126,20171231,1,1
0000054480,20140131,20131231,1,1
0000055067,20190225,20181229,1,1
0000055067,20150225,20150103,1,1
0000055067,20130226,20121229,1,1
0000055067,20180220,20171230,1,1
0000055067,20160224,20160102,1,1
0000055067,20140224,20131228,1,1
0000055067,20170221,20161231,1,1
0000055067,20090224,20090103,1,1
0000055067,20100226,20100102,1,1
0000055067,20110225,20110101,1,1
0000055067,20120229,20111231,1,1
0000055242,20100812,20100630,1,
0000055242,20090814,20090630,1,
0000055242,20150813,20150630,1,
0000055242,20160811,20160630,1,
0000055242,20110811,20110630,1,
0000055242,20190813,20190630,1,
0000055242,20180810,20180630,1,
0000055242,20170814,20170630,1,
0000055242,20120813,20120630,1,
0000055242,20140813,20140630,1,
0000055242,20130813,20130630,1,
0000055529,20180720,20180430,1,1
0000055529,20150720,20150430,1,1
0000055529,20170721,20170430,1,1
0000055529,20160721,20160430,1,1
0000055529,20190711,20190430,1,1
0000055529,20090720,20090430,1,1
0000055529,20110715,20110430,1,1
0000055529,20100716,20100430,1,1
0000055529,20120713,20120430,1,1
0000055529,20140718,20140430,1,1
0000055529,20130722,20130430,1,1
0000055772,20100830,20100630,1,1
0000055772,20090831,20090630,1,1
0000055772,20110829,20110630,1,1
0000055772,20190827,20190630,1,1
0000055772,20180828,20180630,1,1
0000055772,20170829,20170630,1,1
0000055772,20150826,20150630,1,1
0000055772,20160830,20160630,1,1
0000055772,20140827,20140630,1,1
0000055772,20120827,20120630,1,1
0000055772,20130826,20130630,1,1
0000055785,20170208,20161231,1,1
0000055785,20190207,20181231,1,1
0000055785,20180208,20171231,1,1
0000055785,20090227,20081231,1,1
0000055785,20100224,20091231,1,1
0000055785,20140214,20131231,1,1
0000055785,20130222,20121231,1,1
0000055785,20150218,20141231,1,1
0000055785,20160211,20151231,1,1
0000055785,20120229,20111231,1,1
0000055785,20110223,20101231,1,1
0000056047,20090227,20081231,1,1
0000056047,20100226,20091231,1,1
0000056047,20110225,20101231,1,1
0000056047,20160222,20151231,1,1
0000056047,20140224,20131231,1,1
0000056047,20170223,20161231,1,1
0000056047,20120228,20111231,1,1
0000056047,20180226,20171231,1,1
0000056047,20150223,20141231,1,1
0000056047,20190226,20181231,1,1
0000056047,20130227,20121231,1,1
0000056701,20190830,20190630,1,1
0000056701,20170825,20170630,1,1
0000056701,20100920,20100630,1,1
0000056701,20120827,20120630,1,1
0000056701,20180823,20180630,1,1
0000056701,20160825,20160630,1,1
0000056701,20090826,20090630,1,1
0000056701,20110902,20110630,1,1
0000056701,20130823,20130630,1,1
0000056701,20140828,20140630,1,1
0000056701,20150828,20150630,1,1
0000056868,20120329,20111231,1,1
0000056868,20100415,20091231,1,1
0000056868,20110408,20101231,1,1
0000056868,20170418,20161231,1,1
0000056868,20150318,20141231,1,1
0000056868,20130327,20121231,1,1
0000056868,20180417,20171231,1,1
0000056868,20140326,20131231,1,1
0000056868,20160408,20151231,1,1
0000056868,20190416,20181231,1,1
0000056868,20090403,20081231,1,1
0000056873,20090331,20090131,1,1
0000056873,20100330,20100130,1,1
0000056873,20130402,20130202,1,1
0000056873,20190402,20190202,1,
0000056873,20110329,20110129,1,1
0000056873,20180403,20180203,1,
0000056873,20170328,20170128,1,
0000056873,20140401,20140201,1,1
0000056873,20160329,20160130,1,1
0000056873,20120327,20120128,1,1
0000056873,20150331,20150131,1,1
0000057055,20110613,20110331,1,1
0000057055,20120614,20120331,1,1
0000057055,20100325,20090331,1,1
0000057055,20101227,20100331,1,1
0000057131,20180619,20180428,1,1
0000057131,20170620,20170429,1,1
0000057131,20190618,20190427,1,1
0000057131,20160621,20160430,1,1
0000057131,20110621,20110430,1,1
0000057131,20100614,20100424,1,1
0000057131,20130618,20130427,1,1
0000057131,20090615,20090425,1,1
0000057131,20150616,20150425,1,1
0000057131,20120619,20120428,1,1
0000057131,20140617,20140426,1,1
0000057515,20110829,20110630,1,1
0000057515,20100825,20100630,1,1
0000057515,20090826,20090630,1,1
0000057515,20170824,20170630,1,1
0000057515,20160824,20160630,1,1
0000057515,20140828,20140630,1,1
0000057515,20190827,20190630,1,1
0000057515,20180827,20180630,1,1
0000057515,20150828,20150630,1,1
0000057515,20130829,20130630,1,1
0000057515,20120829,20120630,1,1
0000057528,20170228,20161231,1,1
0000057528,20180228,20171230,1,1
0000057528,20090224,20081227,1,1
0000057528,20100223,20091226,1,
0000057528,20110302,20110101,1,1
0000057528,20120227,20111231,1,1
0000057528,20160301,20160102,1,1
0000057528,20130225,20121229,1,1
0000057528,20140225,20131228,1,1
0000057528,20150304,20150103,1,1
0000057725,20100924,20100630,1,1
0000057725,20110909,20110630,1,1
0000057725,20090928,20090630,1,1
0000057725,20170828,20170630,1,1
0000057725,20150827,20150630,1,1
0000057725,20160829,20160630,1,1
0000057725,20180828,20180630,1,1
0000057725,20120912,20120630,1,1
0000057725,20190828,20190630,1,1
0000057725,20130912,20130630,1,1
0000057725,20140829,20140630,1,1
0000058361,20191213,20190929,1,1
0000058361,20091211,20090927,1,1
0000058361,20101210,20100926,1,1
0000058361,20111209,20110925,1,1
0000058361,20161209,20160925,1,1
0000058361,20181214,20180930,1,1
0000058361,20171208,20170924,1,1
0000058361,20151211,20150927,1,1
0000058361,20141212,20140928,1,1
0000058361,20121214,20120930,1,1
0000058361,20131213,20130929,1,1
0000058492,20170222,20161231,1,1
0000058492,20190227,20181231,1,1
0000058492,20180222,20171231,1,1
0000058492,20160225,20151231,1,1
0000059255,20160311,20151231,1,1
0000059255,20180315,20171231,1,1
0000059255,20190311,20181231,1,1
0000059255,20170313,20161231,1,1
0000059255,20150313,20141231,1,
0000059255,20140317,20131231,1,1
0000059255,20110309,20101231,1,1
0000059255,20090312,20081231,1,1
0000059255,20100310,20091231,1,1
0000059255,20120307,20111231,1,1
0000059255,20130315,20121231,1,1
0000059478,20090227,20081231,1,1
0000059478,20100222,20091231,1,1
0000059478,20190219,20181231,1,1
0000059478,20180220,20171231,1,1
0000059478,20120224,20111231,1,
0000059478,20170221,20161231,1,1
0000059478,20110222,20101231,1,
0000059478,20130221,20121231,1,1
0000059478,20160219,20151231,1,1
0000059478,20150219,20141231,1,1
0000059478,20140219,20131231,1,1
0000059527,20160225,20151231,1,1
0000059527,20190227,20181231,1,1
0000059527,20170224,20161231,1,1
0000059527,20180227,20171231,1,1
0000059527,20090224,20081231,1,1
0000059527,20100222,20091231,1,
0000059527,20110228,20101231,1,1
0000059527,20120224,20111231,1,1
0000059527,20150220,20141231,1,1
0000059527,20140221,20131231,1,1
0000059527,20130222,20121231,1,1
0000060519,20090227,20080131,1,1
0000060519,20110228,20101231,1,1
0000060519,20100301,20091231,1,1
0000060519,20160224,20151231,1,1
0000060519,20170215,20161231,1,1
0000060519,20130228,20121231,1,1
0000060519,20190214,20181231,1,1
0000060519,20120229,20111231,1,1
0000060519,20180213,20171231,1,1
0000060519,20150302,20141231,1,1
0000060519,20140227,20131231,1,1
0000060667,20190402,20190201,1,1
0000060667,20180402,20180202,1,1
0000060667,20090331,20090130,1,1
0000060667,20100330,20100129,1,1
0000060667,20110329,20110128,1,1
0000060667,20170404,20170203,1,1
0000060667,20130402,20130201,1,1
0000060667,20150331,20150130,1,1
0000060667,20160329,20160129,1,1
0000060667,20140331,20140131,1,1
0000060667,20120402,20120203,1,1
0000060714,20100308,20091231,1,1
0000060714,20110303,20101231,1,1
0000060714,20090313,20081231,1,1
0000060714,20120228,20111231,1,1
0000060714,20130228,20121231,1,1
0000060714,20180226,20171231,1,1
0000060714,20190226,20181231,1,1
0000060714,20150302,20141231,1,
0000060714,20140227,20131231,1,1
0000060714,20160229,20151231,1,1
0000060714,20170227,20161231,1,1
0000060751,20090227,20081231,1,1
0000060751,20100226,20091231,1,1
0000060751,20110225,20101231,1,1
0000060849,20090227,20090224,1,1
0000060849,20100301,20091231,1,1
0000060849,20110301,20101231,1,1
0000060849,20130301,20121231,1,1
0000060849,20120227,20111231,1,1
0000060876,20110331,20101231,1,1
0000060876,20100302,20091231,1,1
0000060876,20090312,20081231,1,1
0000060876,20120322,20111231,1,1
0000060977,20120314,20111231,1,1
0000060977,20160224,20151231,1,1
0000060977,20180221,20171231,1,1
0000060977,20170222,20161231,1,1
0000060977,20130226,20121231,1,1
0000060977,20190226,20181231,1,1
0000060977,20150303,20141231,1,1
0000060977,20140305,20131231,1,1
0000060977,20090312,20081231,1,1
0000060977,20100226,20091231,1,1
0000060977,20110301,20101231,1,1
0000061004,20090331,20081231,1,1
0000061004,20110324,20101231,1,1
0000061004,20100331,20091231,1,1
0000061004,20120330,20111231,1,1
0000061004,20140331,20131231,1,1
0000061004,20170329,20161231,1,
0000061004,20160329,20151231,1,
0000061004,20150331,20141231,1,1
0000061004,20130401,20121231,1,1
0000061004,20190321,20181231,1,1
0000061004,20180322,20171231,1,1
0000061398,20180315,20171231,1,
0000061398,20190227,20181231,1,
0000061398,20160914,20160630,1,
0000061398,20130916,20130630,1,
0000061398,20140918,20140630,1,
0000061398,20151013,20150630,1,
0000061398,20091002,20090630,1,0
0000061398,20100928,20100630,1,0
0000061398,20110920,20110630,0,
0000061398,20120924,20120630,1,
0000061986,20100301,20091231,1,1
0000061986,20090302,20081231,1,1
0000061986,20190213,20181231,1,
0000061986,20180223,20171231,1,1
0000061986,20170228,20161231,1,1
0000061986,20110301,20101231,1,1
0000061986,20160229,20151231,1,1
0000061986,20120229,20111231,1,1
0000061986,20130228,20121231,1,1
0000061986,20140221,20131231,1,1
0000061986,20150220,20141231,1,1
0000062234,20150811,20150528,1,
0000062234,20170314,20161229,1,
0000062234,20140812,20140529,1,
0000062234,20190312,20181227,1,
0000062234,20180313,20171228,1,
0000062234,20090811,20090528,1,
0000062234,20100810,20100527,1,
0000062234,20120814,20120531,1,
0000062234,20110809,20110526,1,
0000062234,20130813,20130530,1,
0000062996,20190207,20181231,1,1
0000062996,20100216,20091231,1,1
0000062996,20090217,20081231,1,1
0000062996,20170209,20161231,1,1
0000062996,20120221,20111231,1,1
0000062996,20130215,20121231,1,1
0000062996,20180208,20171231,1,1
0000062996,20110218,20101231,1,1
0000062996,20150213,20141231,1,1
0000062996,20140214,20131231,1,1
0000062996,20160212,20151231,1,1
0000063296,20171121,20170930,1,1
0000063296,20181120,20180930,1,1
0000063296,20161122,20160930,1,1
0000063296,20191122,20190930,1,1
0000063296,20091124,20090930,1,1
0000063296,20101123,20100930,1,1
0000063296,20131127,20130930,1,1
0000063296,20121127,20120930,1,1
0000063296,20151124,20150930,1,1
0000063296,20141126,20140930,1,1
0000063296,20111122,20110930,1,1
0000063754,20120127,20111130,1,1
0000063754,20160128,20151130,1,1
0000063754,20170125,20161130,1,1
0000063754,20190125,20181130,1,1
0000063754,20150129,20141130,1,1
0000063754,20140129,20131130,1,1
0000063754,20130125,20121130,1,1
0000063754,20090128,20081130,1,1
0000063754,20100128,20091130,1,1
0000063754,20110127,20101130,1,1
0000063754,20180125,20171130,1,1
0000063908,20190222,20181231,1,1
0000063908,20180223,20171231,1,1
0000063908,20100226,20091231,1,1
0000063908,20090225,20081231,1,1
0000063908,20120224,20111231,1,1
0000063908,20110225,20101231,1,1
0000063908,20150224,20141231,1,1
0000063908,20170301,20161231,1,1
0000063908,20140224,20131231,1,1
0000063908,20130225,20121231,1,1
0000063908,20160225,20151231,1,1
0000064040,20120207,20111231,1,
0000064040,20090227,20081231,1,
0000064040,20150213,20141231,1,1
0000064040,20130228,20121231,0,0
0000064040,20170209,20161231,1,1
0000064040,20160212,20151231,1,1
0000064040,20140207,20131231,1,1
0000064040,20180209,20171231,1,1
0000064040,20100224,20091231,1,
0000064040,20190213,20181231,1,1
0000064040,20110223,20101231,1,
0000064279,20090227,20081231,1,1
0000064279,20110228,20101231,1,1
0000064279,20100312,20091231,1,1
0000064279,20130222,20121231,1,1
0000064279,20120229,20111231,1,1
0000064463,20090330,20081231,1,
0000064463,20180329,20171231,1,1
0000064463,20160330,20151231,1,1
0000064463,20110325,20101231,1,
0000064463,20170302,20161231,1,1
0000064463,20120327,20111231,1,1
0000064463,20100331,20091231,1,
0000064463,20150305,20141231,1,1
0000064463,20140306,20131231,1,1
0000064463,20130321,20121231,1,1
0000064472,20171206,20170930,1,
0000064472,20191211,20190930,1,
0000064472,20151209,20150930,1,
0000064472,20161202,20160930,1,
0000064472,20181213,20180930,1,
0000064472,20101222,20100930,1,
0000064472,20091229,20090930,1,
0000064472,20111216,20110930,1,
0000064472,20121214,20120930,1,
0000064472,20141209,20140930,1,
0000064472,20131213,20130930,1,
0000064803,20110218,20101231,1,
0000064803,20090227,20081231,1,1
0000064803,20100226,20091231,1,1
0000064803,20180214,20171231,1,1
0000064803,20170209,20161231,1,1
0000064803,20140211,20131231,1,1
0000064803,20160209,20151231,1,1
0000064803,20150210,20141231,1,1
0000064803,20190228,20181231,1,1
0000064803,20120217,20111231,1,1
0000064803,20130215,20121231,1,1
0000065011,20170829,20170630,1,1
0000065011,20190913,20190630,1,1
0000065011,20180904,20180630,1,1
0000065011,20090825,20090630,1,1
0000065011,20100830,20100630,1,1
0000065011,20160826,20160630,1,1
0000065011,20140827,20140630,1,1
0000065011,20150826,20150630,1,1
0000065011,20120823,20120630,1,1
0000065011,20110824,20110630,1,1
0000065011,20130821,20130630,1,1
0000065201,20090603,20090430,1,1
0000065201,20100315,20100315,1,1
0000065201,20110317,20110131,1,1
0000065201,20090410,20090410,1,1
0000065201,20120322,20120131,1,1
0000065201,20130321,20130131,1,1
0000065270,20140626,20140503,1,1
0000065270,20170622,20170429,1,1
0000065270,20160623,20160430,1,1
0000065270,20150625,20150502,1,1
0000065270,20190620,20190427,1,1
0000065270,20180621,20180428,1,1
0000065270,20110630,20110430,1,1
0000065270,20100701,20100501,1,1
0000065270,20090702,20090502,1,1
0000065270,20120628,20120428,1,1
0000065270,20130620,20130427,1,1
0000065312,20190913,20190630,1,1
0000065312,20090925,20090630,1,1
0000065312,20100924,20100630,1,1
0000065312,20110927,20110630,1,1
0000065312,20150923,20150630,1,
0000065312,20120924,20120630,1,
0000065312,20130923,20130630,1,
0000065312,20170928,20170630,1,1
0000065312,20180913,20180630,1,1
0000065312,20160920,20160630,1,1
0000065312,20140922,20140630,1,
0000065770,20170306,20161231,1,1
0000065770,20180223,20171231,1,1
0000065770,20160308,20151231,1,1
0000065770,20190306,20181231,1,1
0000065770,20110310,20101231,1,
0000065770,20100310,20091231,1,
0000065770,20090306,20081231,1,
0000065770,20120309,20111231,1,
0000065770,20150316,20141231,1,
0000065770,20130314,20121231,1,
0000065770,20140306,20131231,1,
0000007323,20090302,20081231,1,1
0001427437,20100226,20091231,1,1
0001427437,20110228,20101231,1,1
0001427437,20120228,20111231,1,1
0000007323,20160226,20151231,1,1
0000071508,20190226,20181231,1,1
0000071508,20180226,20171231,1,1
0000066901,20170224,20161231,1,1
0001427437,20130227,20121231,1,1
0000007323,20150226,20141231,1,1
0000007323,20140227,20131231,1,1
0000066004,20190308,20181231,1,1
0000066004,20180309,20171231,1,1
0000066004,20170303,20161231,1,1
0000066004,20100308,20091231,1,0
0000066004,20110309,20101231,1,1
0000066004,20120308,20111231,1,1
0000066004,20130307,20121231,1,1
0000066004,20090313,20081231,1,0
0000066004,20160304,20151231,1,1
0000066004,20140305,20131231,1,1
0000066004,20150305,20141231,1,1
0000066418,20190624,20190331,1,0
0000066418,20150626,20150331,1,1
0000066418,20170628,20170331,1,1
0000066418,20160629,20160331,1,1
0000066418,20180627,20180331,0,0
0000066418,20110629,20110331,1,1
0000066418,20130701,20130331,1,1
0000066418,20120629,20120331,1,1
0000066418,20090625,20090331,1,1
0000066418,20140625,20140331,1,1
0000066418,20100629,20100331,0,0
0000066570,20180222,20171231,1,1
0000066570,20110228,20101231,1,1
0000066570,20120222,20111231,1,1
0000066570,20130220,20121231,1,1
0000066570,20160229,20151231,1,1
0000066570,20140224,20131231,1,1
0000066570,20170228,20161231,1,1
0000066570,20190222,20181231,1,1
0000066570,20150225,20141231,1,1
0000066570,20100226,20091231,1,1
0000066570,20090226,20081231,1,1
0000066649,20100331,20091231,1,1
0000066649,20110331,20101231,1,1
0000066649,20130401,20121231,1,1
0000066649,20120329,20111231,1,1
0000066649,20090316,20081231,1,1
0000066649,20150331,20141231,1,1
0000066649,20160330,20151231,1,1
0000066649,20140331,20131231,1,1
0000066740,20180208,20171231,1,1
0000066740,20100216,20091231,1,
0000066740,20160211,20151231,1,1
0000066740,20110216,20101231,1,
0000066740,20130214,20121231,1,
0000066740,20150212,20141231,1,
0000066740,20190207,20181231,1,1
0000066740,20120216,20111231,1,
0000066740,20170209,20161231,1,1
0000066740,20140213,20131231,1,
0000066740,20090217,20081231,1,
0000066756,20110216,20101231,1,1
0000066756,20100212,20091231,1,1
0000066756,20090213,20081231,1,1
0000066756,20160222,20151231,1,1
0000066756,20170215,20161231,1,1
0000066756,20120215,20111231,1,1
0000066756,20130215,20121231,1,1
0000066756,20190214,20181231,1,1
0000066756,20150217,20141231,1,1
0000066756,20180215,20171231,1,1
0000066756,20140214,20131231,1,1
0000067215,20110902,20110730,1,1
